ESTIMATE_SOURCE,PROGRAM,LOGISTICAL_AREA,PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR,LINK,Include (20),Include (15)
Historic Estimate,Central Coast,PFMA 7,Area 7,2014,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-6-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,6,Kept,CHINOOK SALMON,124,608,0.00,Historic Estimate-2014-6-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-6-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,7,Kept,CHINOOK SALMON,124,8500,0.00,Historic Estimate-2014-7-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-7-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2014,7,Kept,CHINOOK SALMON,124,1947,339.59,Creel-2014-7-Area 11,Y,Y
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2014,7,Released,CHINOOK SALMON,124,464,142.33,Creel-2014-7-Area 11,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2014,7,Kept,CHINOOK SALMON,124,2431,314.80,Creel-2014-7-Area 12,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2014,7,Released,CHINOOK SALMON,124,1732,300.96,Creel-2014-7-Area 12,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,7,Kept,CHINOOK SALMON,124,5220,722.50,Creel-2014-7-Area 121,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,7,Released,CHINOOK SALMON,124,4341,920.82,Creel-2014-7-Area 121,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,7,Kept,CHINOOK SALMON,124,2819,992.49,Creel-2014-7-Area 123,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,7,Released,CHINOOK SALMON,124,2253,1124.21,Creel-2014-7-Area 123,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,7,Kept,CHINOOK SALMON,124,5851,479.51,Creel-2014-7-Area 124,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,7,Released,CHINOOK SALMON,124,3425,344.48,Creel-2014-7-Area 124,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2014,7,Kept,CHINOOK SALMON,124,1567,388.57,Creel-2014-7-Area 125,N,N
Creel,Nootka Sound,Offshore Nootka,Area 125,2014,7,Released,CHINOOK SALMON,124,1798,606.11,Creel-2014-7-Area 125,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2014,7,Kept,CHINOOK SALMON,124,3210,0.00,Log Estimate-2014-7-Area 126,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2014,7,Released,CHINOOK SALMON,124,2010,0.00,Log Estimate-2014-7-Area 126,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2014,7,Kept,CHINOOK SALMON,124,1995,497.44,Creel-2014-7-Area 127,Y,Y
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2014,7,Released,CHINOOK SALMON,124,757,270.26,Creel-2014-7-Area 127,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2014,7,Kept,CHINOOK SALMON,124,9521,750.55,Creel-2014-7-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2014,7,Released,CHINOOK SALMON,124,7170,668.68,Creel-2014-7-Area 13,Y,Y
In Fill,Georgia Strait,Comox,Area 14,2014,7,Kept,CHINOOK SALMON,124,1150,0.00,In Fill-2014-7-Area 14,N,N
In Fill,Georgia Strait,Comox,Area 14,2014,7,Released,CHINOOK SALMON,124,292,0.00,In Fill-2014-7-Area 14,N,N
In Fill,Georgia Strait,Powell River,Area 15,2014,7,Kept,CHINOOK SALMON,124,270,0.00,In Fill-2014-7-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2014,7,Released,CHINOOK SALMON,124,102,0.00,In Fill-2014-7-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,7,Kept,CHINOOK SALMON,124,89,0.00,In Fill-2014-7-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,7,Released,CHINOOK SALMON,124,74,0.00,In Fill-2014-7-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2014,7,Kept,CHINOOK SALMON,124,1020,0.00,In Fill-2014-7-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2014,7,Released,CHINOOK SALMON,124,942,0.00,In Fill-2014-7-Area 17,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2014,7,Kept,CHINOOK SALMON,124,2,0.00,Creel-2014-7-Area 18,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2014,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,7,Kept,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,7,Kept,CHINOOK SALMON,124,357,80.98,Creel-2014-7-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,7,Released,CHINOOK SALMON,124,315,125.08,Creel-2014-7-Area 19 (JDF),Y,Y
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,7,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2014-7-Area 20,#N/A,#N/A
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,7,Released,CHINOOK SALMON,124,691,0.00,In Fill-2014-7-Area 20,#N/A,#N/A
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,7,Kept,CHINOOK SALMON,124,3424,428.46,Creel-2014-7-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,7,Released,CHINOOK SALMON,124,4886,1250.95,Creel-2014-7-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,7,Kept,CHINOOK SALMON,124,1268,115.41,Creel-2014-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,7,Released,CHINOOK SALMON,124,647,130.88,Creel-2014-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,7,Kept,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,7,Kept,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,7,Kept,CHINOOK SALMON,124,5673,520.26,Creel-2014-7-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,7,Released,CHINOOK SALMON,124,5243,556.01,Creel-2014-7-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,7,Kept,CHINOOK SALMON,124,2041,279.57,Creel-2014-7-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,7,Released,CHINOOK SALMON,124,858,162.93,Creel-2014-7-Area 24,N,N
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,7,Kept,CHINOOK SALMON,124,8389,1047.44,Creel-2014-7-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,7,Released,CHINOOK SALMON,124,7723,981.51,Creel-2014-7-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2014,7,Kept,CHINOOK SALMON,124,282,0.00,Log Estimate-2014-7-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2014,7,Released,CHINOOK SALMON,124,404,0.00,Log Estimate-2014-7-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2014,7,Kept,CHINOOK SALMON,124,1976,205.31,Creel-2014-7-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2014,7,Released,CHINOOK SALMON,124,681,79.85,Creel-2014-7-Area 27,Y,Y
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,7,Kept,CHINOOK SALMON,124,100,0.00,Historic Estimate-2014-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2014,7,Kept,CHINOOK SALMON,124,4650,0.00,Historic Estimate-2014-7-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2014,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-7-Area 2W,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2014,7,Kept,CHINOOK SALMON,124,1268,0.00,Historic Estimate-2014-7-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2014,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-7-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,7,Kept,CHINOOK SALMON,124,709,0.00,Historic Estimate-2014-7-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,7,Released,CHINOOK SALMON,124,2,0.00,Historic Estimate-2014-7-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,8,Kept,CHINOOK SALMON,124,9200,0.00,Historic Estimate-2014-8-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-8-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2014,8,Kept,CHINOOK SALMON,124,394,96.41,Creel-2014-8-Area 11,N,N
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2014,8,Released,CHINOOK SALMON,124,243,155.81,Creel-2014-8-Area 11,N,N
Creel,Johnstone Strait,Johnstone Strait,Area 12,2014,8,Kept,CHINOOK SALMON,124,1898,181.81,Creel-2014-8-Area 12,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2014,8,Released,CHINOOK SALMON,124,2568,371.76,Creel-2014-8-Area 12,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,8,Kept,CHINOOK SALMON,124,2849,835.45,Creel-2014-8-Area 121,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,8,Released,CHINOOK SALMON,124,1030,627.66,Creel-2014-8-Area 121,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,8,Kept,CHINOOK SALMON,124,3428,733.61,Creel-2014-8-Area 123,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,8,Released,CHINOOK SALMON,124,2316,702.79,Creel-2014-8-Area 123,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,8,Kept,CHINOOK SALMON,124,2800,388.64,Creel-2014-8-Area 124,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,8,Released,CHINOOK SALMON,124,2081,463.95,Creel-2014-8-Area 124,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2014,8,Kept,CHINOOK SALMON,124,2824,354.38,Creel-2014-8-Area 125,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2014,8,Released,CHINOOK SALMON,124,2152,448.52,Creel-2014-8-Area 125,Y,Y
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2014,8,Kept,CHINOOK SALMON,124,1682,0.00,Log Estimate-2014-8-Area 126,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2014,8,Released,CHINOOK SALMON,124,825,0.00,Log Estimate-2014-8-Area 126,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2014,8,Kept,CHINOOK SALMON,124,2144,322.51,Creel-2014-8-Area 127,Y,Y
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2014,8,Released,CHINOOK SALMON,124,858,181.28,Creel-2014-8-Area 127,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2014,8,Kept,CHINOOK SALMON,124,4744,397.71,Creel-2014-8-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2014,8,Released,CHINOOK SALMON,124,7650,782.78,Creel-2014-8-Area 13,Y,Y
Creel,Georgia Strait,Comox,Area 14,2014,8,Kept,CHINOOK SALMON,124,4709,457.69,Creel-2014-8-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2014,8,Released,CHINOOK SALMON,124,3909,491.28,Creel-2014-8-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2014,8,Kept,CHINOOK SALMON,124,279,0.00,In Fill-2014-8-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2014,8,Released,CHINOOK SALMON,124,238,0.00,In Fill-2014-8-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,8,Kept,CHINOOK SALMON,124,217,0.00,In Fill-2014-8-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,8,Released,CHINOOK SALMON,124,217,0.00,In Fill-2014-8-Area 16,N,N
Creel,Georgia Strait,Nanaimo,Area 17,2014,8,Kept,CHINOOK SALMON,124,640,143.50,Creel-2014-8-Area 17,Y,Y
Creel,Georgia Strait,Nanaimo,Area 17,2014,8,Released,CHINOOK SALMON,124,1215,276.10,Creel-2014-8-Area 17,Y,Y
Creel,Georgia Strait,Gulf Islands,Area 18,2014,8,Kept,CHINOOK SALMON,124,461,204.57,Creel-2014-8-Area 18,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2014,8,Released,CHINOOK SALMON,124,762,453.12,Creel-2014-8-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,8,Kept,CHINOOK SALMON,124,0,0.00,Creel-2014-8-Area 19 (GS),Y,Y
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-8-Area 19 (GS),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,8,Kept,CHINOOK SALMON,124,475,109.78,Creel-2014-8-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,8,Released,CHINOOK SALMON,124,184,94.92,Creel-2014-8-Area 19 (JDF),Y,Y
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,8,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2014-8-Area 20,#N/A,#N/A
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,8,Released,CHINOOK SALMON,124,442,0.00,In Fill-2014-8-Area 20,#N/A,#N/A
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,8,Kept,CHINOOK SALMON,124,3552,480.36,Creel-2014-8-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,8,Released,CHINOOK SALMON,124,2310,491.85,Creel-2014-8-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,8,Kept,CHINOOK SALMON,124,2444,247.87,Creel-2014-8-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,8,Released,CHINOOK SALMON,124,663,141.91,Creel-2014-8-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,8,Kept,CHINOOK SALMON,124,30,35.25,Creel-2014-8-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-8-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,8,Kept,CHINOOK SALMON,124,3075,313.04,Creel-2014-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,8,Released,CHINOOK SALMON,124,253,76.44,Creel-2014-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,8,Kept,CHINOOK SALMON,124,5792,716.55,Creel-2014-8-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,8,Released,CHINOOK SALMON,124,3188,710.69,Creel-2014-8-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,8,Kept,CHINOOK SALMON,124,91,28.95,Creel-2014-8-Area 24,Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,8,Released,CHINOOK SALMON,124,162,44.56,Creel-2014-8-Area 24,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,8,Kept,CHINOOK SALMON,124,7071,965.56,Creel-2014-8-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,8,Released,CHINOOK SALMON,124,5997,909.81,Creel-2014-8-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2014,8,Kept,CHINOOK SALMON,124,44,0.00,Log Estimate-2014-8-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2014,8,Released,CHINOOK SALMON,124,335,0.00,Log Estimate-2014-8-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2014,8,Kept,CHINOOK SALMON,124,457,52.06,Creel-2014-8-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2014,8,Released,CHINOOK SALMON,124,312,75.10,Creel-2014-8-Area 27,Y,Y
Creel,Georgia Strait,Howe Sound,Area 28,2014,8,Kept,CHINOOK SALMON,124,48,21.56,Creel-2014-8-Area 28,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2014,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-8-Area 28,N,N
Creel,Georgia Strait,Vancouver,Area 29,2014,8,Kept,CHINOOK SALMON,124,831,254.24,Creel-2014-8-Area 29,Y,Y
Creel,Georgia Strait,Vancouver,Area 29,2014,8,Released,CHINOOK SALMON,124,336,197.72,Creel-2014-8-Area 29,Y,Y
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,8,Kept,CHINOOK SALMON,124,100,0.00,Historic Estimate-2014-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2014,8,Kept,CHINOOK SALMON,124,4700,0.00,Historic Estimate-2014-8-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2014,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-8-Area 2W,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2014,8,Kept,CHINOOK SALMON,124,2092,0.00,Historic Estimate-2014-8-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2014,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-8-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,8,Kept,CHINOOK SALMON,124,735,0.00,Historic Estimate-2014-8-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2014,8,Released,CHINOOK SALMON,124,132,0.00,Historic Estimate-2014-8-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,9,Kept,CHINOOK SALMON,124,900,0.00,Historic Estimate-2014-9-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2014,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-9-Area 1,#N/A,#N/A
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,9,Kept,CHINOOK SALMON,124,25,19.06,Creel-2014-9-Area 121,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2014,9,Released,CHINOOK SALMON,124,7,6.20,Creel-2014-9-Area 121,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,9,Kept,CHINOOK SALMON,124,339,106.30,Creel-2014-9-Area 123,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2014,9,Released,CHINOOK SALMON,124,276,104.20,Creel-2014-9-Area 123,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,9,Kept,CHINOOK SALMON,124,17,0.00,Creel-2014-9-Area 124,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2014,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-9-Area 124,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2014,9,Kept,CHINOOK SALMON,124,74,0.00,In Fill-2014-9-Area 125,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2014,9,Released,CHINOOK SALMON,124,29,0.00,In Fill-2014-9-Area 125,N,N
Creel,Georgia Strait,Campbell River,Area 13,2014,9,Kept,CHINOOK SALMON,124,2486,502.90,Creel-2014-9-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2014,9,Released,CHINOOK SALMON,124,3024,623.91,Creel-2014-9-Area 13,Y,Y
In Fill,Georgia Strait,Comox,Area 14,2014,9,Kept,CHINOOK SALMON,124,1638,0.00,In Fill-2014-9-Area 14,N,N
In Fill,Georgia Strait,Comox,Area 14,2014,9,Released,CHINOOK SALMON,124,1074,0.00,In Fill-2014-9-Area 14,N,N
In Fill,Georgia Strait,Powell River,Area 15,2014,9,Kept,CHINOOK SALMON,124,177,0.00,In Fill-2014-9-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2014,9,Released,CHINOOK SALMON,124,5,0.00,In Fill-2014-9-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,9,Kept,CHINOOK SALMON,124,119,0.00,In Fill-2014-9-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2014,9,Released,CHINOOK SALMON,124,0,0.00,In Fill-2014-9-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2014,9,Kept,CHINOOK SALMON,124,220,0.00,In Fill-2014-9-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2014,9,Released,CHINOOK SALMON,124,89,0.00,In Fill-2014-9-Area 17,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2014-9-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2014,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-9-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,9,Kept,CHINOOK SALMON,124,244,44.64,Creel-2014-9-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2014,9,Released,CHINOOK SALMON,124,80,37.36,Creel-2014-9-Area 19 (JDF),Y,Y
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,9,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2014-9-Area 20,#N/A,#N/A
In Fill,Juan de Fuca,Juan de Fuca,Area 20,2014,9,Released,CHINOOK SALMON,124,46,0.00,In Fill-2014-9-Area 20,#N/A,#N/A
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,9,Kept,CHINOOK SALMON,124,749,221.40,Creel-2014-9-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2014,9,Released,CHINOOK SALMON,124,696,200.19,Creel-2014-9-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,9,Kept,CHINOOK SALMON,124,540,86.62,Creel-2014-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2014,9,Released,CHINOOK SALMON,124,343,115.14,Creel-2014-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,9,Kept,CHINOOK SALMON,124,84,33.56,Creel-2014-9-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2014,9,Released,CHINOOK SALMON,124,28,11.19,Creel-2014-9-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,9,Kept,CHINOOK SALMON,124,344,73.65,Creel-2014-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2014,9,Released,CHINOOK SALMON,124,52,24.97,Creel-2014-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,9,Kept,CHINOOK SALMON,124,1043,225.31,Creel-2014-9-Area 23 (Barkley),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2014,9,Released,CHINOOK SALMON,124,484,147.56,Creel-2014-9-Area 23 (Barkley),N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,9,Kept,CHINOOK SALMON,124,1,0.00,Creel-2014-9-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2014,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2014-9-Area 24,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,9,Kept,CHINOOK SALMON,124,37,0.00,In Fill-2014-9-Area 25,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2014,9,Released,CHINOOK SALMON,124,0,0.00,In Fill-2014-9-Area 25,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2014,9,Kept,CHINOOK SALMON,124,499,167.91,Creel-2014-9-Area 28,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2014,9,Released,CHINOOK SALMON,124,33,29.66,Creel-2014-9-Area 28,N,N
Creel,Georgia Strait,Vancouver,Area 29,2014,9,Kept,CHINOOK SALMON,124,518,209.13,Creel-2014-9-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2014,9,Released,CHINOOK SALMON,124,55,45.88,Creel-2014-9-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,9,Kept,CHINOOK SALMON,124,50,0.00,Historic Estimate-2014-9-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2014,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2014-9-Area 2E,#N/A,#N/A
